251	3	28969
29884	5	19932
33523	1	33243
3767	9	14068
24053	3	25233
26128	3	33524
33493	5	34728
38565	3	17083
29505	3	30070
13574	5	34016
32936	3	22428
38662	3	9927
30639	3	7649
14087	1	40642
4171	3	26540
13286	5	11996
479	1	28449
1952	2	1783
23007	3	23018
19180	3	12593
6384	1	1439
18757	5	38214
18006	3	1980
16132	5	1716
33592	9	8520
25626	5	25893
14250	2	15378
1688	5	3666
34386	1	34418
13598	5	32606
28629	5	20701
5268	3	37847
36848	1	15831
9811	3	11596
11704	5	32190
23677	5	23777
24736	7	3805
19378	5	977
28120	3	6479
4806	3	14265
33560	5	24664
26183	5	6536
27523	5	17179
40718	1	10400
21650	3	21813
28866	3	725
17944	5	11565
38314	5	40634
16061	3	812
28499	3	10238
426	3	40854
17037	5	9882
16346	5	1297
28160	5	22527
26439	4	11489
14829	9	66
26663	5	38006
20309	9	31522
15129	5	26219
37370	5	38554
24629	3	35052
23523	3	3973
2012	5	11679
40216	4	24328
19400	3	15326
33428	3	7515
31633	5	2348
15240	5	34725
5162	3	2015
18969	8	25788
21473	3	28693
2389	3	19403
16569	1	11369
35219	5	24988
37147	5	3606
30036	5	30087
35687	5	2228
17375	1	18924
451	3	17954
5989	3	35526
31606	1	24904
26751	7	35064
10214	9	12318
25982	5	32056
18867	5	25129
21948	9	15440
28276	3	14095
33917	5	30997
33597	5	26847
24564	5	30130
36890	9	37425
33286	9	33789
10201	5	9635
21914	2	24264
22509	5	40662
2927	3	17765
31007	7	4967
11548	5	4906
5982	9	7966
4213	3	1393
11559	4	6882
8261	9	19709
37054	3	7649
23637	5	34187
10412	5	36418
14833	3	38644
30403	3	36032
40610	3	25097
19465	3	1947
24705	5	15577
10026	1	13753
14567	3	39665
39727	3	22632
31569	3	38320
3469	5	15099
17247	2	23760
37792	5	807
36910	3	13
30241	5	21399
34668	5	1653
38074	9	31341
21287	10	15810
33158	5	10978
37433	3	31980
17105	5	21306
39140	5	16504
20731	5	11159
36784	3	23843
39616	5	29451
9174	5	31259
8613	5	25408
9526	5	15182
6906	5	10588
2825	5	9686
26639	5	18575
1982	4	26144
36008	3	23885
30316	3	19995
30310	3	36032
33429	3	2332
7324	3	3929
31	3	18130
7415	3	36943
1478	3	1393
12056	0	34382
21110	3	21111
11657	2	27024
38960	9	2161
3885	5	36299
13237	3	5804
40259	3	35755
8995	3	6658
4230	7	33300
9436	3	18235
6960	7	33300
4276	3	19666
39470	3	3827
21366	3	34181
8443	5	26902
34982	5	23208
905	8	24786
21944	3	35365
27818	1	14140
33765	3	2526
1631	5	24675
6870	3	21716
34083	3	13525
10515	3	18965
10829	3	12345
10588	5	6906
27799	5	13097
1661	3	8010
37536	3	38036
28850	5	25241
28634	7	13630
7963	1	24091
5852	4	6882
40886	7	35771
3779	7	15339
18106	5	32884
8059	5	38355
8377	3	7208
21717	3	38644
8233	9	29063
212	3	21014
7594	3	1971
18878	3	33505
3814	5	30415
16607	5	37418
33629	5	25772
25971	5	36396
18314	5	27826
16951	3	29100
17988	5	20873
25906	4	29065
11404	3	22140
29086	5	12051
32344	3	33384
31379	3	38644
3888	5	37147
36346	3	21816
3515	10	14687
31258	9	20419
17986	5	20098
12036	3	5496
26112	5	6595
13245	3	21914
40550	3	39096
35950	3	2888
34441	1	28745
9396	5	13862
25343	3	17341
32664	5	24570
27847	5	2062
26857	5	23261
26384	7	5066
18150	5	11197
25920	5	15838
7313	7	15339
17574	4	6882
19287	5	330
26736	5	27782
7318	5	29673
35743	3	4278
30449	9	15294
34114	4	26373
20808	5	16254
23868	3	38462
39835	5	27272
31539	3	38346
20435	5	34998
37150	1	37716
7417	1	9928
5736	5	21111
5091	3	19336
10604	3	15703
22675	9	8833
17498	2	11662
35840	5	19958
11307	6	12074
28966	3	2145
15081	2	36395
1605	9	16582
4656	4	26749
19293	4	38200
21181	3	21685
13048	3	12102
15947	3	12827
21326	5	39999
33900	3	16223
36434	3	9898
13436	5	16342
39327	5	11498
20007	5	22019
18024	3	37367
29326	3	4702
7889	3	28162
26406	1	8125
25988	3	35380
17824	9	3692
20965	3	753
15007	9	30297
26417	3	30116
8990	3	1538
32216	3	14667
25820	1	38812
22536	3	22544
3695	5	10898
31428	3	21361
21871	7	16988
1522	5	18656
6882	3	9424
38302	4	29527
34894	7	18964
15710	3	7613
31674	1	19604
29726	5	30199
12056	0	2958
687	5	27848
6138	5	39493
1256	3	9687
8689	3	5631
37117	3	10490
21247	5	4742
31980	3	2121
11366	3	8782
26431	5	32037
4754	3	3929
28896	3	34870
23608	8	6872
40866	1	18534
2450	5	19928
2671	4	26749
36796	3	555
35097	7	31802
35905	7	4313
1487	3	1572
1979	3	35214
4880	5	12211
27928	5	24251
28877	3	16635
12232	5	10784
22157	3	36830
30238	5	3909
1346	5	11736
35967	3	21221
12569	5	40370
35462	3	11142
25469	5	24183
16593	5	13531
34238	4	10833
12828	3	10443
27930	9	34470
29426	1	1331
6606	4	31674
5400	3	28694
16152	9	16526
34099	3	11628
9840	2	6385
39724	5	27011
1923	3	3073
38551	5	14830
3515	0	14322
10939	5	18249
32017	9	5821
11159	3	2022
21214	5	10271
28610	5	16302
29249	3	27135
16643	9	194
34202	5	5360
3515	10	38617
23110	5	3708
32722	3	899
24613	5	15055
24723	5	23115
27367	3	27291
16715	4	6882
5417	3	6911
3515	10	10243
33134	9	3945
13502	5	6544
24463	5	17687
24861	1	33728
10620	0	40894
24602	5	15105
14456	2	22711
11736	5	1346
37924	5	14386
21658	5	28263
35319	5	35716
29826	5	26118
2785	7	39414
38181	5	24333
33418	1	13455
19928	3	10060
20826	3	11536
21744	5	3030
38904	1	9816
17005	9	7894
30344	5	19062
25232	5	9918
10456	5	11472
10135	3	10002
36673	3	9424
10849	3	8018
6351	1	1893
1504	3	40293
10975	5	1466
1322	7	33300
38166	3	1994
16138	3	31065
19168	1	37097
30755	1	32912
6593	1	12413
14704	3	37145
13103	5	17148
27148	3	7515
13668	3	29679
34239	5	25385
20723	3	18561
2799	3	4965
40866	3	26314
4609	5	38487
8482	3	37962
17167	3	37179
25678	8	34720
15838	3	13288
25136	5	29828
29078	3	23428
6694	3	25722
6707	9	21150
12273	5	4080
1848	7	18030
20240	4	29065
2219	3	4702
22450	5	4869
1218	3	33221
22471	3	4974
27105	5	12546
21627	5	37336
23930	5	11954
14084	3	8800
1682	3	30251
23357	3	34799
33735	3	19492
37552	2	13925
12775	7	22063
28331	3	23837
460	7	35771
19600	8	10067
17689	9	38179
7930	4	6882
11318	5	29886
13784	5	23584
11661	3	899
25351	5	23394
38246	5	7809
19823	3	21361
17648	3	26262
31836	3	273
28584	3	35638
22944	5	40898
23467	5	31352
17938	1	26989
34441	1	38647
12457	9	20224
21661	3	16782
35155	4	29065
34158	3	16837
24985	5	3306
18396	5	25320
12405	5	22691
2853	9	27996
37052	9	39614
7701	4	29527
37761	5	11303
12011	7	40595
21676	7	16113
35230	5	8201
7976	3	20342
31372	3	26738
3549	0	319
5006	3	22972
13805	9	3125
19055	5	22756
31264	3	22632
25728	3	1461
24123	5	32352
30765	3	4364
16609	3	8512
1019	4	35392
26598	3	11738
4959	1	7514
35413	3	436
40582	5	30282
28530	5	24533
28565	3	3653
5040	3	34511
7014	7	26778
16650	1	29598
25232	5	9015
13846	5	29862
24146	3	21361
36582	10	26503
36705	1	39414
18888	5	2182
39190	5	21331
1340	5	24352
25428	5	2959
20067	3	20246
36290	5	24515
34212	5	18648
6324	3	12518
33681	1	10653
32195	3	23773
1755	1	27528
32275	3	5021
18357	5	3818
34639	5	24276
36670	3	28270
19357	3	8141
37769	5	3323
21924	5	9082
22606	5	27223
10286	10	10346
31983	3	32101
2941	5	39883
14586	3	7045
28505	7	37166
12624	9	14272
34866	3	39992
23228	7	8483
27224	3	4278
29799	5	10788
21203	2	20626
28026	5	6537
13413	1	593
11011	1	23803
29050	7	25596
34890	3	37338
22688	5	32609
3515	0	18975
6513	3	8718
3515	10	11
5857	5	40821
23052	3	32209
13227	5	6318
38901	3	16345
19841	3	32686
38005	3	38644
28055	5	21382
5108	5	3683
3123	1	22989
30035	3	37323
34876	5	18926
17061	3	24795
27825	5	21127
4436	2	11861
21658	4	40548
16702	3	17360
9573	3	9041
2322	5	17328
2817	3	3816
33063	3	19587
28547	3	19123
4551	1	17138
6976	3	17441
39518	7	17479
15150	3	22780
27997	9	33679
23885	5	32389
22115	3	38430
8580	4	6882
4023	2	15543
21995	3	19508
27351	3	27352
30371	3	39096
15326	5	40405
34728	5	33493
33156	5	25717
16274	5	531
11342	9	23176
15798	9	20339
27827	5	15895
27379	3	30566
29658	3	29634
23832	4	9033
39802	3	21914
6846	5	36043
14838	3	25037
27848	5	10844
8211	5	19414
28958	5	18944
19120	5	5137
26624	3	26625
30102	7	18258
10799	3	26329
6889	3	36732
10620	0	532
30083	9	10654
15886	3	20748
20057	3	29842
3968	3	833
31466	9	33736
26765	5	23024
32905	3	33188
23865	5	30245
20743	3	9923
28864	3	38644
12056	0	15857
12633	5	18167
20225	2	19847
9691	3	6933
19692	5	34405
12375	3	11327
18866	5	19676
6647	3	4398
7601	5	38758
39388	3	5502
34883	3	14851
4050	5	23076
27067	3	12393
28740	3	37202
26549	5	3303
25351	5	19603
33134	9	33017
18654	9	14226
4396	5	28769
25410	5	24095
33301	5	26991
10862	3	20276
10657	3	4325
31511	1	24927
18470	5	2514
38914	1	18922
30884	3	8685
18067	3	33659
5776	3	38258
16006	2	18286
26061	1	38420
3576	3	7786
3351	3	37164
22679	5	1720
21521	5	25696
29885	7	33300
6050	5	13179
11774	3	18357
17031	9	35260
33707	3	8846
29214	9	33298
3128	3	31787
39652	1	33469
6053	5	7794
40131	3	37210
1758	5	17685
19528	5	14578
22059	8	5132
25870	3	17661
24161	3	4278
36647	9	20902
4499	3	28290
39564	3	32495
27829	3	1393
37016	3	38134
18496	5	2507
4418	5	17243
21736	3	16495
7321	9	9288
35332	3	11791
175	7	34599
15198	3	32938
28830	5	15150
3383	7	35471
29169	5	18500
16223	5	38272
28716	3	37415
34452	3	35856
32239	5	24900
11276	5	21230
23858	5	17156
25236	5	39526
23788	9	24686
12612	5	4699
24792	1	40304
13287	5	16474
3472	3	22179
19623	3	24044
31227	9	8758
30719	3	3787
11659	3	33368
6707	9	33521
7627	3	30221
965	3	9033
24961	5	19135
22394	3	11498
40885	10	21614
24764	3	40359
5802	1	33232
10029	1	36582
14041	3	40371
1527	3	40843
19434	5	31560
34658	9	765
4800	1	22126
21269	3	19946
25126	9	31103
1174	5	5772
10386	1	33079
33211	9	34098
14917	3	5329
15249	1	6448
16597	3	26271
29257	3	3200
6524	3	6188
13381	3	9424
3107	3	19642
12456	7	4344
2670	1	28002
19096	3	33481
33554	1	33553
19474	3	5590
4733	5	38004
8819	3	32745
35195	3	33911
35066	7	10133
20137	3	20138
38359	2	29757
24863	3	16816
8716	5	37536
40187	1	30562
32777	3	1698
17191	2	8957
12094	3	5463
34590	0	7686
37069	5	20246
30862	3	37069
26095	5	29788
33775	5	14029
24264	3	23121
13210	5	21415
553	3	14652
12831	9	35396
14767	5	24131
31623	5	7529
10620	0	1377
13312	5	14035
6194	3	14873
2497	3	34069
5844	1	4727
751	3	38644
15202	3	17426
3237	5	18545
1850	3	35341
23731	3	14833
11863	5	25512
3090	5	27089
530	9	37081
9850	3	22349
33134	9	6674
40675	9	35395
31542	5	20958
26791	3	22156
38113	3	3531
27732	3	899
4701	1	22655
25871	3	22632
38476	7	38486
36223	5	18888
15982	3	13145
34988	3	3435
16258	5	20949
2913	5	20484
37798	3	30543
34669	3	4278
14620	3	33364
35649	5	27341
19445	5	36650
14578	3	23119
15689	3	7124
5526	5	14662
39254	9	35688
38010	3	27357
37629	3	6264
19667	5	15974
372	3	15220
30472	3	8491
14501	5	17036
36170	7	7576
1166	3	13559
30874	3	22632
9651	5	28155
28245	3	25899
36388	5	13483
11537	3	3116
16497	5	37654
34959	3	9975
21415	3	31778
13071	5	484
25645	3	29757
29106	3	31371
27578	3	31505
5095	3	1393
34509	5	8603
6816	5	24435
10092	3	27816
4011	9	15316
34590	0	36371
40630	3	22544
14745	4	26144
28991	5	20759
1854	9	15540
22835	3	34250
19171	3	19170
14938	1	13095
21737	4	4385
39826	3	21246
10664	4	6000
2747	5	17555
16046	9	33040
29492	9	8286
20702	3	9923
26134	3	19362
35892	5	21016
2105	3	15890
25217	5	21187
1207	9	36526
1231	3	38788
25797	9	31836
240	5	2970
11135	8	23029
33289	5	36766
7714	3	15743
21164	3	7912
17140	4	6882
32412	3	4364
20437	3	1167
33049	1	24958
6185	5	16696
8890	3	38079
16908	9	33363
3600	9	20703
36182	4	35320
24870	3	16816
32778	3	38644
35038	5	29213
9106	3	5420
35347	5	29126
10288	3	2981
3241	5	13366
36025	3	5812
21606	3	14831
22981	3	10490
39852	3	2923
16311	9	13341
30853	3	17008
26200	5	4112
33770	3	4165
26057	3	19911
21990	3	8954
12768	9	32518
19757	3	19798
34592	5	2090
6403	3	1994
30783	3	30787
32914	3	5804
40896	9	4019
33301	2	34045
34809	7	3805
27096	7	32374
10228	1	10008
3836	1	38980
30931	3	21490
87	1	38974
19226	9	37712
24011	5	6164
2868	5	22530
15964	5	20960
31195	3	669
30676	9	10458
36836	5	21657
22318	5	9756
10951	5	26002
39411	3	11665
29568	5	17076
37046	3	32726
20674	3	6410
8269	3	1564
28591	3	35909
12994	1	7592
30861	3	21939
12827	3	1900
8578	3	29461
8491	3	5936
37418	5	16607
31483	3	14270
8695	5	40655
1285	5	22913
22049	5	6031
14092	3	2888
12032	3	4278
21631	5	7047
1499	2	15081
36347	3	30443
26446	3	32189
19319	5	9896
19571	5	13084
38416	5	24001
32451	4	17194
28727	3	5591
31112	3	34716
10249	3	4815
11625	9	22753
3146	3	13719
10805	5	11794
10852	3	39563
21789	3	21361
40008	3	31562
39525	9	448
7089	3	38091
36316	5	12511
24566	1	2562
5135	1	36700
12037	5	9166
35328	3	21346
1198	3	36863
6101	3	27414
29005	3	38644
36331	9	15463
16998	3	26004
18705	7	10219
10086	5	28301
39635	5	18167
13001	2	28920
39693	5	26132
3515	10	37061
24050	5	20886
8991	3	6658
20731	3	20726
8960	3	3531
30048	3	30066
1991	5	2071
7981	3	40387
29428	1	30047
29432	3	14470
26948	9	24025
21626	5	12446
38605	3	26647
39144	5	3335
24590	3	4423
12490	5	4634
15691	5	32046
27837	4	30363
10620	0	33293
143	1	39564
8984	4	9530
30597	9	1280
12275	3	32777
29337	5	21582
29396	3	25828
13287	3	25575
30879	5	27196
6518	9	8004
19787	5	19000
4710	3	4967
21287	1	13883
25768	3	23212
8401	5	15877
33880	1	27763
9197	3	30667
11668	5	18640
38954	5	16775
7545	5	15937
3515	10	36099
8196	5	6304
40546	3	10312
29146	5	8854
4436	2	11984
32997	3	35509
5023	5	14666
22453	3	6920
8224	3	36901
2544	5	7999
23198	5	28172
33103	5	38557
20726	5	2022
39822	5	19959
37950	3	4640
8680	1	39004
26875	3	13270
11536	5	16101
40359	1	12112
34681	9	29778
32827	3	4278
17675	3	38644
5528	3	10388
12035	5	8754
28509	3	28510
26036	3	2795
37874	4	38394
13066	3	10328
39908	3	27424
32251	3	32252
35702	2	2707
3600	9	31536
27401	3	36775
21432	3	23249
23523	1	15425
38049	5	10106
8885	5	24041
2326	8	9897
26050	3	5661
13024	5	26549
31560	4	6882
21658	5	16504
33522	1	97
19852	5	15737
31418	3	20971
40520	3	9156
18678	3	3237
2030	5	11794
28370	1	26977
14043	4	30751
3539	3	38785
14842	3	28170
4947	9	5969
33049	7	20715
36204	3	37047
19712	3	4821
38615	3	8434
26386	3	40622
7839	3	2397
33100	3	5714
30104	1	4157
6217	3	18395
7998	5	19576
23949	5	7433
5937	3	18463
38945	7	18964
18849	9	29514
21287	10	14687
18558	5	32420
9297	1	6641
7950	5	40603
14489	3	26091
1548	3	7927
26229	4	22972
25452	5	18885
10555	3	15452
26162	5	37012
40204	3	36901
15489	5	33407
7601	5	14969
4755	3	26389
33764	5	18261
29074	3	18111
14875	3	12071
22426	5	10339
11539	1	15368
29300	3	14673
39000	5	26525
20773	5	17222
20029	5	22387
3367	5	20090
39560	9	30808
24941	3	436
32832	3	1119
31079	4	11487
40185	5	15606
4288	9	38553
14676	5	26365
36421	5	18967
27467	3	36505
18531	5	10300
23309	5	13594
19869	5	2355
11692	3	8948
15204	5	40853
26109	1	37904
14119	3	38495
3109	3	16871
13703	3	14452
70	1	13004
15270	5	27271
22474	5	29205
25154	5	1743
25940	9	23684
31232	4	23903
20705	3	20712
40652	9	39737
14291	5	31017
37896	5	32280
6121	9	2635
37991	3	29205
40548	5	36895
23243	1	35491
36254	5	30634
3729	5	15317
35622	3	27336
1923	5	30774
17364	3	26031
31467	5	12015
19850	3	31594
10220	5	16548
24110	5	9071
18016	3	10490
17630	5	21956
37546	3	5566
22104	5	9564
12622	3	36968
10289	3	22632
30700	3	19362
28543	9	32708
26749	3	37198
25327	3	23304
35343	9	36443
33255	3	33256
8351	3	37291
39679	7	5066
27102	3	33719
5725	3	1393
28605	3	436
28613	3	26389
9357	5	14697
35117	5	7322
5349	3	538
15544	3	31276
38485	5	21863
6707	9	36426
13289	5	27404
19599	5	36275
10252	9	28737
28766	9	31982
1546	3	362
29536	5	36349
668	5	17913
9112	1	11100
19222	5	15153
25367	1	1147
9075	3	19945
12000	9	1832
25717	3	25919
29754	1	2951
33082	3	35787
36346	5	24257
1652	3	31400
28024	5	16371
3376	1	36386
37529	3	23949
37175	4	27381
17425	3	13541
19226	9	7321
9108	5	14476
34228	3	21914
5256	3	26390
26962	3	8111
27320	5	31683
26209	5	26541
14958	5	2574
14454	7	33706
22566	5	27868
26813	5	21426
37750	5	21784
18	5	21385
3135	5	25225
17638	2	35858
38503	1	12643
33790	5	11700
7408	3	669
20778	5	32406
2422	9	29485
24780	5	6922
24957	3	36279
17931	3	24765
3514	5	7244
4821	5	18235
35381	3	36901
35000	3	18974
8883	5	20247
21023	5	6980
1018	3	3531
7136	5	37421
32826	3	18357
38224	5	1791
23960	3	22632
3515	10	478
26367	3	3398
27741	5	29040
28988	5	17947
13511	5	17140
2217	5	16326
2186	3	17893
9557	3	14470
20714	3	23055
23405	5	6882
13580	3	37098
25930	5	29814
1245	5	29802
6199	5	23018
37387	5	37734
6468	5	14423
40254	3	6031
15750	5	6680
24234	5	11514
39578	3	36790
37334	5	5963
17330	5	40381
23900	5	15309
28839	5	23082
17591	3	20102
16328	8	25143
22611	1	2768
16553	3	753
23825	3	22143
1826	5	9788
18240	3	32781
33584	1	13735
36908	5	9434
14725	7	11705
10354	1	38949
16508	5	20031
33017	3	5804
36906	3	4278
18774	3	11735
5486	5	5900
2657	3	4318
19523	8	14784
12079	9	99
12088	3	16345
8854	5	29337
15850	3	10373
34869	5	25165
11359	5	2230
37313	3	7940
17481	3	22632
16391	5	23970
4877	3	26711
29931	3	25688
33330	3	33520
3889	3	13578
12119	3	8541
27718	5	30693
30776	3	26031
8523	5	10728
2327	4	2021
3983	5	33910
23811	5	3145
40865	3	12209
25808	3	38345
18494	3	25329
3475	7	12780
17618	7	24394
17737	3	35680
11570	3	32673
6876	3	33641
36582	10	28073
40508	3	40509
37842	5	15204
3515	10	39820
37334	5	12453
22922	3	16345
10681	5	12506
7262	3	28290
33675	5	32522
4288	9	33292
342	5	22660
20886	5	32670
40195	5	21786
39880	4	29527
22799	3	13623
37267	7	33300
38302	3	38032
26377	3	29635
34077	5	9318
29448	3	13176
15021	3	3491
14255	5	1492
27077	3	32304
15772	3	11551
33152	3	37229
26563	3	5498
9177	3	1393
6664	5	9799
38412	5	1486
38281	4	15339
197	3	37493
21937	5	26263
35124	5	24285
9868	5	2377
23187	5	37124
22274	4	4462
560	9	12904
16386	3	9374
8916	8	6057
11049	3	1119
19279	5	23590
18674	3	5334
16933	5	36697
32384	3	5645
40377	3	2526
32657	9	2808
33134	9	17236
26485	3	29086
18070	5	4403
20205	9	31752
5874	1	30113
40611	3	29154
16179	5	22456
8085	5	25434
12154	9	3907
22400	5	36961
3033	3	14470
36660	5	19139
40427	9	32872
27522	3	19239
34856	3	1393
9948	3	3277
34289	7	11665
34621	3	22881
26765	5	22803
23316	5	15471
13321	3	4364
20164	5	23718
15955	5	34312
9941	3	24016
12810	3	9106
35422	5	2322
25917	5	15949
4520	3	29637
33893	3	26504
10190	9	38009
35288	3	29574
7239	1	28190
23884	3	38644
15319	5	20856
23226	10	38476
29247	3	4165
639	8	25579
17225	3	19710
40579	9	6651
20102	5	23212
16791	9	10041
27435	3	33010
7795	3	17427
30458	3	17944
11988	9	11461
31819	9	23955
28794	5	25511
37283	5	36686
23680	3	10824
2061	5	1336
39449	5	9054
3392	3	4300
9450	5	22809
31338	9	39796
40471	5	27938
35615	8	20101
36940	5	23819
18319	5	12914
23983	5	35045
19233	5	4390
15050	3	436
9122	5	12346
30717	4	10833
30418	3	7688
25243	3	8891
14995	5	15232
11631	3	20805
39476	5	30131
5916	3	22377
9079	3	7785
11795	5	19946
10788	5	8147
34555	3	13145
12952	4	640
13097	5	12838
20675	3	20860
8900	5	36920
39752	9	33199
3600	9	16618
5627	3	29484
16975	3	17479
27251	3	27257
8342	5	10788
32515	9	31819
39653	3	25722
23976	3	21361
17083	3	32831
15804	3	34510
17428	5	21939
6634	5	9727
2459	5	13442
36656	5	3844
10620	0	33411
30296	5	1375
8884	5	6984
16148	3	1393
21449	5	15372
23987	3	14653
18948	7	18030
31616	3	22632
8697	4	6882
9989	1	12147
687	3	7266
23706	3	12579
34173	3	34436
19639	5	35324
35376	3	32675
10920	3	26504
32606	3	6473
11621	2	15084
39322	5	10586
9021	9	11745
21111	5	24002
11723	5	8238
10513	5	925
36701	5	16038
15412	3	36875
5586	9	5596
32122	5	34062
3860	9	19806
20732	3	26636
19398	5	40249
39189	3	8203
34740	3	2053
5650	5	13684
3428	3	14095
27282	3	19862
18450	3	4702
35175	9	10864
34427	3	19710
39816	9	28053
34871	3	4243
38649	1	5954
37937	7	33300
17938	1	31971
18524	3	896
14985	5	20739
11314	1	18868
5746	9	12261
16818	5	12984
13140	5	35184
3681	5	9962
21426	5	27687
28888	1	4984
37225	5	24124
11013	5	17887
15125	3	24432
6361	3	31065
33154	9	33153
2457	5	39800
11347	3	9156
8865	3	6762
20399	3	14937
25457	3	8030
13703	8	23319
3550	8	33383
15434	5	22002
40474	9	3328
875	3	27621
22712	5	17654
35753	1	32410
17509	3	33714
14555	3	669
30611	9	30610
24327	3	40544
40696	1	37536
17645	5	11343
9113	5	12321
12365	8	24159
12936	3	36288
33188	5	7912
16206	5	24134
36040	5	6729
15151	9	12763
25523	5	28955
5774	9	32379
24108	5	3373
28725	5	24477
33561	9	33500
3271	5	23127
12335	5	40422
34339	3	23117
23364	4	39083
7736	5	26749
39855	5	14370
1888	3	26738
654	4	9998
29269	4	8870
30224	5	21787
9413	5	20587
37549	5	3166
20332	3	20430
21745	1	39094
36381	1	15828
29315	3	25155
14396	5	34909
40196	5	21375
38403	3	32575
40879	3	17343
32556	3	12745
37427	3	37180
14253	5	16451
23839	3	25893
29309	3	14596
1316	5	35892
40559	5	14612
20837	5	33260
13575	3	6301
22743	7	18964
5709	3	25434
32965	5	2299
9385	7	25596
21858	3	12683
20193	3	12031
17724	3	39616
29002	3	29007
15270	5	39791
7511	3	30582
16	5	29386
25746	10	13692
12346	5	34814
22276	3	8954
21180	5	3712
21125	3	10490
21080	3	21000
19131	5	10812
4282	3	6432
32709	5	28951
6410	3	32996
15416	1	33767
15506	3	3443
24047	5	5459
3151	3	39480
1601	5	25105
18529	5	37083
4559	3	29198
18863	5	26231
7088	5	16122
29150	5	14485
32263	9	16311
29511	3	34392
24238	5	16455
6707	9	30964
21798	3	18301
35812	4	6882
25479	5	29167
3514	3	35064
25747	5	1917
26196	5	2400
3236	3	21268
18742	3	11495
33454	5	34783
11635	5	6870
19973	3	32682
16101	5	22529
3515	10	21068
38451	3	32777
35089	9	31206
25115	5	25141
32470	5	34212
10546	5	26253
22781	5	25881
6152	5	20003
35659	5	9883
30098	5	15801
40584	9	38292
33381	3	8141
28550	5	12258
27855	3	15267
9176	3	9109
21064	5	5267
5051	7	33300
26386	3	28797
19557	5	5193
26549	5	13024
7047	1	21199
4455	3	40445
39219	3	5335
25694	3	25699
23208	5	7288
10265	3	23988
7244	4	4385
5412	5	25058
26472	3	40840
20869	3	34066
16156	5	14294
26573	3	2869
24573	5	7945
24039	4	17132
39468	3	27414
14251	5	16610
39643	3	21069
5761	5	24557
24757	1	31355
